pdbid,logka,cluster,pll,head
2yfe,6.63,35,-3.1466464233398437,7.002170562744141
2yge,5.06,48,-3.949169921875,8.591431617736816
2yki,9.46,39,-5.062781838809743,9.463754653930664
2ymd,3.16,50,-1.856592031625601,5.589412212371826
2zb1,6.32,22,-2.7026475759652944,8.814796447753906
2zcq,8.82,33,-3.107315979003906,6.918859004974365
2zcr,6.87,33,-3.673069817679269,7.535107135772705
2zda,8.4,34,-2.730829699286099,8.478708267211914
2zy1,7.4,33,-3.3398167292277017,5.962021827697754
3acw,4.76,33,-4.224767775762649,7.083949565887451
3ag9,8.05,26,-7.721805043197705,4.69078254699707
3ao4,2.07,52,-1.430079460144043,5.875105857849121
3arp,7.15,14,-3.589372522690717,8.2713623046875
3arq,6.4,14,-2.718198776245117,6.080173015594482
3aru,3.22,14,-1.310762596130371,6.39349889755249
3arv,5.64,14,-5.125625,6.001484394073486
3ary,6.0,14,-2.3481158088235294,5.408730983734131
3b1m,8.48,35,-4.040637367650082,8.979178428649902
3b27,5.16,39,-1.9547529220581055,7.87376594543457
3b5r,8.77,40,-1.3341151646205358,8.429695129394531
3b65,9.27,40,-1.8079438781738282,8.581945419311523
3b68,8.4,40,-2.152737032982611,8.375968933105469
3bgz,6.26,6,-4.150099754333496,6.819269180297852
3bv9,5.36,34,-5.998497464009468,4.744687557220459
3cj4,6.51,15,-2.681618347167969,6.729179859161377
3coy,6.02,28,-4.4552745203818045,8.32754898071289
3coz,5.57,28,-2.35885009765625,7.713696002960205
3d4z,4.89,11,-5.197880336216518,6.0461039543151855
3d6q,3.76,57,-3.997315146706321,6.166285991668701
3dd0,9.0,38,-2.8807005882263184,8.783702850341797
3dx1,3.58,11,-3.2750116984049478,5.85413932800293
3dx2,6.82,11,-4.189477920532227,6.098104476928711
3dxg,2.4,57,-2.9153574988955544,4.202517986297607
3e5a,8.23,36,-1.7656111283735796,9.064047813415527
3e92,8.0,22,-2.797426077035757,8.665087699890137
3e93,8.85,22,-1.747874285723712,7.767192363739014
3ebp,5.91,12,-1.4794830594744002,5.92211389541626
3ehy,5.85,56,-2.059576146742877,7.168328762054443
3ejr,8.57,11,-1.3448959350585938,8.184191703796387
3f3a,4.19,17,-4.099252319335937,5.861996173858643
3f3c,6.02,17,-3.6446993901179385,4.224469184875488
3f3d,7.16,17,-5.0210113525390625,3.499382495880127
3f3e,7.7,17,-3.937922159830729,4.28284215927124
3fcq,2.77,27,-3.241420200892857,6.445892810821533
3fur,8.0,35,-1.6379737854003906,8.686440467834473
3fv1,9.3,43,-4.985068911597843,6.773050308227539
3fv2,8.11,43,-5.4580127716064455,4.141479015350342
3g0w,9.52,40,-2.7178691228230796,10.357499122619629
3g2n,4.09,12,-0.8709522247314453,6.440955638885498
3g2z,2.36,42,-3.232738201434796,3.765261650085449
3g31,2.89,42,-4.981668808880975,4.023406982421875
3gbb,6.9,43,-5.034597608778212,4.615663051605225
3gc5,7.26,21,-3.1705188751220703,7.864678859710693
3ge7,8.7,21,-2.277410653921274,7.576412200927734
3gnw,9.1,15,-1.71202937039462,9.034590721130371
3gr2,2.52,24,-2.5817582266671315,3.3351683616638184
3gv9,2.12,24,-2.818783442179362,5.4561614990234375
3gy4,5.1,47,-3.313505935668945,4.4648566246032715
3ivg,4.3,28,-8.218123863483298,7.244434833526611
3jvr,5.72,32,-4.878542029339334,5.891534805297852
3jvs,6.54,32,-5.809195963541667,5.859310150146484
3jya,6.89,6,-2.1233904361724854,6.669369697570801
3k5v,6.3,7,-1.4229241830331307,7.546056747436523
3kgp,2.57,37,-5.621427015824751,3.71679949760437
3kr8,8.1,49,-3.492058890206473,8.729403495788574
3kwa,4.08,38,-4.720430646623884,7.385875701904297
3l7b,2.4,12,-4.002564681203742,5.898970603942871
3lka,2.82,56,-5.299291292826335,4.451614856719971
3mss,4.66,7,-2.3718995593843006,5.576775074005127
3myg,10.7,36,-8.49750213623047,8.081300735473633
3n76,6.85,53,-3.7179284529252485,7.78454065322876
3n7a,3.7,53,-5.828816095987956,4.440651893615723
3n86,5.64,53,-6.408725904381794,6.22722053527832
3nq9,4.03,55,-5.16898193359375,3.64808988571167
3nw9,9.0,51,-3.311148994847348,8.960638999938965
3nx7,8.1,56,-1.3692431449890137,8.248849868774414
3o9i,11.82,9,-2.1443223499116444,9.930474281311035
3oe4,7.47,51,-4.487317634351326,6.451396942138672
3oe5,6.88,51,-4.862671882875504,6.768251895904541
3ozs,5.33,51,-4.451360991506865,8.25078010559082
3ozt,4.13,51,-4.4499053955078125,7.617288112640381
3p5o,7.3,10,-1.8042404174804687,8.023213386535645
3prs,7.82,2,-4.4894816922825695,7.437709331512451
3pww,7.32,2,-4.4525613223805145,6.679663181304932
3pxf,4.43,29,-1.4194018954322452,4.513493061065674
3pyy,6.86,7,-5.23049072265625,7.543933868408203
3qgy,7.8,3,-2.768654378255208,7.243321418762207
3qqs,5.82,23,-6.31413429661801,4.7135186195373535
3r88,4.82,23,-5.090389796665737,5.142428874969482
3rlr,7.52,39,-4.630910458772079,9.867510795593262
3rr4,4.55,21,-3.302287843492296,7.613770961761475
3rsx,4.41,19,-3.588496685028076,5.3630218505859375
3ryj,7.8,38,-4.873435974121094,7.859625816345215
3syr,5.1,12,-3.0373580932617186,5.026369094848633
3tsk,7.17,56,-4.536436080932617,8.631001472473145
3twp,3.92,23,-3.528054428100586,4.677206993103027
3u5j,5.61,10,-1.307667992331765,6.259336471557617
3u8k,8.66,8,-2.1212844848632812,7.4535017013549805
3u8n,10.17,8,-3.4037749346564796,9.040291786193848
3u9q,4.38,35,-5.547262827555339,6.201427936553955
3udh,2.85,19,-4.304193769182477,4.769374847412109
3ueu,5.24,55,-4.157317570277622,7.449985980987549
3uev,5.89,55,-3.671070098876953,7.0184197425842285
3uew,6.31,55,-3.300538804796007,7.52682638168335
3uex,6.92,55,-2.6727476119995117,7.606132507324219
3ui7,9.0,1,-5.171854019165039,8.483630180358887
3uo4,6.52,36,-2.9054460196659484,7.599210262298584
3up2,7.4,36,-4.055501392909458,7.933633327484131
3uri,9.0,2,-5.121024179940272,5.289278030395508
3utu,10.92,34,-3.5361367083610373,8.44019603729248
3uuo,7.96,1,-5.862183944038723,6.501034259796143
3wtj,6.53,8,-3.13081693649292,6.1747212409973145
3wz8,5.82,2,-1.5570644031871448,8.065591812133789
3zdg,7.1,8,-7.385974590594952,7.806734561920166
3zso,5.12,52,-8.03287159312855,8.469026565551758
3zsx,3.28,52,-7.213741526884191,7.329247951507568
3zt2,2.84,52,-6.388065503991169,5.561972618103027
4abg,3.57,47,-5.606550089518229,4.739952564239502
4agn,3.97,5,-5.066116650899251,5.846796989440918
4agp,4.69,5,-5.726766459147135,5.549749851226807
4agq,5.01,5,-8.120085144042969,6.767274379730225
4bkt,3.62,54,-2.5516576265033923,5.430688381195068
4cig,3.67,52,-7.271754909206081,9.199121475219727
4ciw,4.82,53,-5.4297943115234375,5.367161273956299
4cr9,4.1,4,-1.3764407818134015,4.685173988342285
4cra,7.22,4,-1.7121043958162006,9.568902015686035
4crc,8.72,4,-1.577340346116286,8.965767860412598
4ddh,3.32,28,-3.308313496907552,5.5924201011657715
4ddk,2.29,28,-2.488508701324463,4.983554840087891
4de1,5.96,42,-1.3934599834939707,5.313948631286621
4de2,4.12,42,-1.603702227274577,6.2033162117004395
4de3,5.52,42,-1.291748046875,4.806151866912842
4djv,6.72,19,-1.8255096163068498,7.922878742218018
4dld,5.82,43,-6.2353668212890625,6.303865909576416
4dli,5.62,22,-3.860998971121652,6.737666606903076
4e5w,7.66,30,-3.537006378173828,8.431340217590332
4e6q,8.36,31,-1.0698306274414062,8.744096755981445
4ea2,6.44,33,-8.862630208333334,5.853056907653809
4eky,3.52,12,-4.35701338450114,6.767990589141846
4eo8,8.15,15,-4.699021516022859,7.724652290344238
4eor,6.3,29,-3.5251186915806363,8.695653915405273
4f09,6.7,31,-1.103999790392424,7.959690093994141
4f2w,11.3,46,-2.223600387573242,9.570167541503906
4f3c,11.82,46,-3.662929037342901,9.757794380187988
4f9w,6.94,22,-1.4285629272460938,7.1193156242370605
4gfm,7.22,31,-4.1429943508572045,7.0089497566223145
4gid,10.77,19,-1.7023445291722075,9.243585586547852
4gkm,5.17,23,-3.5794410705566406,5.068326473236084
4gr0,9.55,56,-3.8465267528187144,9.691547393798828
4hge,7.92,31,-6.48810302734375,9.720600128173828
4ih5,4.11,15,-4.990730734432445,5.001553058624268
4ih7,5.24,15,-1.4469129898968864,5.162209510803223
4ivb,8.72,30,-1.2779509502908457,8.903531074523926
4ivc,10.0,30,-1.2299381097157795,8.3015775680542
4ivd,9.52,30,-1.156539535522461,9.680242538452148
4j21,7.41,49,-4.950862884521484,7.161345958709717
4j28,5.7,20,-1.7942004484288834,8.513340950012207
4j3l,7.8,49,-3.9064718393179088,7.39251184463501
4jfs,5.27,20,-2.5596225962919346,6.2633280754089355
4jia,9.22,31,-1.4500850554435485,7.162743091583252
4jsz,2.3,38,-1.8266056060791016,5.580360412597656
4jxs,4.74,24,-2.8957399888472124,6.25069522857666
4k18,8.96,6,-1.7757156635152882,8.67779541015625
4k77,6.63,30,-1.4374376932779949,7.718033790588379
4kz6,3.1,24,-3.2429715474446614,3.8888378143310547
4kzq,6.1,49,-2.5880889892578125,6.245782375335693
4kzu,6.5,49,-1.3353763156467013,6.489623069763184
4llx,2.89,1,-1.7145914501614041,3.2342536449432373
4lzs,4.8,10,-5.312184651692708,6.930524826049805
4m0y,6.46,3,-1.604012749411843,7.171224117279053
4m0z,5.19,3,-1.0772999127705891,7.209974765777588
4mgd,4.69,44,-0.9576390918932463,7.230733394622803
4mme,6.5,17,-1.6551607131958008,7.0284342765808105
4ogj,6.79,10,-2.524463550464527,7.629903793334961
4owm,2.96,23,-3.8203353881835938,3.8828253746032715
4pcs,7.85,20,-2.4201343059539795,7.865255832672119
4qac,9.4,8,-2.112722078959147,7.92611026763916
4qd6,8.64,3,-2.3337142944335936,8.026918411254883
4rfm,10.05,3,-2.6668531629774304,9.190631866455078
4tmn,10.17,27,-2.2341151767306857,6.938929080963135
4twp,10.0,7,-1.7776118687220983,6.988712310791016
4ty7,9.52,4,-7.730836704799107,9.156047821044922
4u4s,2.92,41,-7.487478528703962,5.131275177001953
4w9c,4.65,54,-2.024777276175363,4.818187236785889
4w9h,6.73,54,-0.9804500233043324,7.414013862609863
4w9i,5.96,54,-1.182034463593454,6.279544830322266
4w9l,5.02,54,-2.1496704845893673,7.8323187828063965
4wiv,6.26,10,-5.5475034360532405,7.17588472366333
4x6p,8.3,4,-4.982062530517578,9.711055755615234
5a7b,3.57,5,-8.710525020476311,6.992273330688477
5aba,2.98,5,-7.184501316236413,6.055278778076172
5c28,5.66,1,-6.663754781087239,5.110678672790527
5c2h,11.09,1,-6.0229378977129535,10.046360969543457
5dwr,11.22,6,-2.8796417713165283,9.981864929199219
5tmn,8.04,27,-2.5376334190368652,7.1721510887146
