pdbid,logka,cluster,pll,head
4ciw,4.82,53,-4.520325724283854,5.92843770980835
4cr9,4.1,4,-1.1887209965632513,4.518249034881592
4cra,7.22,4,-2.425404197291324,8.42825698852539
4crc,8.72,4,-1.2806185208834135,8.178606033325195
4ddh,3.32,28,-3.0622217814127604,6.0812273025512695
4ddk,2.29,28,-2.137669563293457,4.687679290771484
4de1,5.96,42,-1.3038495934527854,5.716027736663818
4de2,4.12,42,-1.8552360534667969,6.002381801605225
4de3,5.52,42,-1.3608980632963634,5.524949550628662
4djv,6.72,19,-2.1591871806553433,7.480441570281982
4dld,5.82,43,-6.9984624953497026,7.348905086517334
4dli,5.62,22,-5.2506219773065474,6.194781303405762
4e5w,7.66,30,-3.228458949497768,7.191694736480713
4e6q,8.36,31,-1.2540330505371093,7.771429538726807
4ea2,6.44,33,-6.0557708740234375,6.7891058921813965
4eky,3.52,12,-3.7814744313557944,4.718318462371826
4eo8,8.15,15,-4.659021165635851,7.012592792510986
4eor,6.3,29,-3.374950681413923,7.462390422821045
4f09,6.7,31,-1.013159099378084,6.477890491485596
4f2w,11.3,46,-2.867839050292969,8.824658393859863
4f3c,11.82,46,-5.004620759383492,8.125199317932129
4f9w,6.94,22,-1.3077737426757812,6.923109531402588
4gfm,7.22,31,-6.205685085720486,6.90281343460083
4gid,10.77,19,-1.6458284093978557,8.34603500366211
4gkm,5.17,23,-2.527687835693359,5.3161420822143555
4gr0,9.55,56,-3.3666437322443183,9.205252647399902
4hge,7.92,31,-7.477708740234375,8.096617698669434
4ih5,4.11,15,-5.0840458589441635,5.539546012878418
4ih7,5.24,15,-1.6346440034754135,5.504973411560059
4ivb,8.72,30,-1.2996484507685122,6.84365701675415
4ivc,10.0,30,-1.0332995255788167,7.119071960449219
4ivd,9.52,30,-1.363641357421875,7.823974132537842
4j21,7.41,49,-5.188590240478516,7.2824177742004395
4j28,5.7,20,-2.395719191607307,6.681949615478516
4j3l,7.8,49,-4.438270568847656,7.600546360015869
4jfs,5.27,20,-1.7472727158490349,5.970402240753174
4jia,9.22,31,-2.0649876748361895,7.507290363311768
4jsz,2.3,38,-1.8418283462524414,5.424856662750244
4jxs,4.74,24,-2.478175076571378,6.554896354675293
4k18,8.96,6,-1.151605145684604,7.812089920043945
4k77,6.63,30,-1.2518846723768446,5.9061994552612305
4kz6,3.1,24,-3.942613474527995,4.857177257537842
4kzq,6.1,49,-1.1707807117038302,5.8779401779174805
4kzu,6.5,49,-1.127565171983507,6.392533302307129
4llx,2.89,1,-1.8884739345974393,4.017908573150635
4lzs,4.8,10,-4.257981872558593,4.844136714935303
4m0y,6.46,3,-0.8281566446477716,6.566128253936768
4m0z,5.19,3,-1.1506749788920085,6.173770904541016
4mgd,4.69,44,-1.2414311860737048,6.8710551261901855
4mme,6.5,17,-1.5771550178527831,6.951853275299072
4ogj,6.79,10,-1.7839528676625844,6.126232147216797
4owm,2.96,23,-2.170856475830078,3.8099215030670166
4pcs,7.85,20,-3.0332248210906982,6.14648962020874
4qac,9.4,8,-1.8829304377237956,6.946185111999512
4qd6,8.64,3,-2.6945669991629466,7.267477989196777
4rfm,10.05,3,-2.5595495435926647,8.88638687133789
4tmn,10.17,27,-2.46331787109375,7.287098407745361
4twp,10.0,7,-1.9448182242257255,7.890134334564209
4ty7,9.52,4,-6.885617501395089,8.356568336486816
4u4s,2.92,41,-7.087796892438616,6.032327175140381
4w9c,4.65,54,-1.3816601889474052,5.300172328948975
4w9h,6.73,54,-0.9553635337136008,6.039827823638916
4w9i,5.96,54,-1.3203623222582268,5.82431697845459
4w9l,5.02,54,-0.8772867714486471,6.871323585510254
4wiv,6.26,10,-7.17068029333044,6.53671407699585
4x6p,8.3,4,-5.275592422485351,8.682172775268555
5a7b,3.57,5,-7.2099200833228325,5.892976760864258
5aba,2.98,5,-6.718906568444294,6.424731731414795
5c28,5.66,1,-6.91871960957845,4.990915298461914
5c2h,11.09,1,-5.607960362588206,8.560222625732422
5dwr,11.22,6,-2.7942285537719727,8.06319808959961
5tmn,8.04,27,-2.1997203826904297,6.491353511810303
