pdbid,pose,native_score
1bcu,1bcu_712,6.011226559794968
1bcu,1bcu_715,7.0423357944620175
1bcu,1bcu_717,2.410848286698736
1bcu,1bcu_718,0.6064823284689268
1bcu,1bcu_720,9.06939507179711
1bcu,1bcu_725,1.7537907333664668
1bcu,1bcu_729,6.6520801695926055
1bcu,1bcu_738,5.509204621575878
1bcu,1bcu_741,1.6601483319819732
1bcu,1bcu_742,1.3917505489131143
1bcu,1bcu_745,1.5780766737821896
1bcu,1bcu_749,6.506760090957915
1bcu,1bcu_752,3.657436503651879
1bcu,1bcu_753,1.4378282773782018
1bcu,1bcu_754,2.130255603528038
1bcu,1bcu_756,4.762702669723527
1bcu,1bcu_758,1.566153393248932
1bcu,1bcu_761,0.4341245038916648
1bcu,1bcu_764,1.5075665232206863
1bcu,1bcu_765,3.0221885589949453
1bcu,1bcu_772,5.355397396771958
1bcu,1bcu_773,1.1978676275139597
1bcu,1bcu_777,1.0414508467523007
1bcu,1bcu_778,1.1080237436714258
1bcu,1bcu_782,1.095016148129961
1bcu,1bcu_788,0.701900599703568
1bcu,1bcu_790,0.3173105640020848
1bcu,1bcu_803,16.806481697928746
1bcu,1bcu_806,19.59860348333271
1bcu,1bcu_813,4.953074461101055
1bcu,1bcu_825,19.61460433513748
1bcu,1bcu_828,10.738853479167595
1bcu,1bcu_829,9.638612858260466
1bcu,1bcu_843,3.980486712026348
1bcu,1bcu_850,3.043962899961984
1bcu,1bcu_852,11.473556583128708
1bcu,1bcu_855,2.2717880924728786
1bcu,1bcu_862,0.0976407258041971
1bcu,1bcu_869,8.050231892389077
1bcu,1bcu_878,7.276103543633359
1bcu,1bcu_881,3.78168622835402
1bcu,1bcu_885,4.16018370956118
1bcu,1bcu_886,3.232906217690011
1bcu,1bcu_887,5.98733235076153
1bcu,1bcu_888,3.241475729621246
1bcu,1bcu_890,8.298943918378141
1bcu,1bcu_893,4.318047464105553
1bcu,1bcu_898,3.3291464898709098
1bcu,1bcu_903,20.63250718073701
1bcu,1bcu_915,3.497809225443024
1bcu,1bcu_919,13.331927241050112
1bcu,1bcu_920,6.80068818698571
1bcu,1bcu_923,18.56628313478229
1bcu,1bcu_931,4.016249003352847
1bcu,1bcu_933,6.486549125508745
1bcu,1bcu_939,5.130193959094016
1bcu,1bcu_949,5.567942978648427
1bcu,1bcu_967,9.974451721516257
1bcu,1bcu_971,2.809690022815994
1bcu,1bcu_977,8.240586916818271
1bcu,1bcu_980,4.627726582934226
1bcu,1bcu_981,6.986581739773788
1bcu,1bcu_983,5.162295553026975
1bcu,1bcu_984,1.10591214036888
1bcu,1bcu_989,4.390020450525717
1bcu,1bcu_991,3.8797038017101055
1bcu,1bcu_996,12.71287275119943
1bzc,1bzc_101,38.90924011633327
1bzc,1bzc_111,40.33866213169257
1bzc,1bzc_142,53.103860501573
1bzc,1bzc_190,51.41076477945769
1bzc,1bzc_217,51.31439855717103
1bzc,1bzc_223,54.03284399508169
1bzc,1bzc_225,50.00457306224936
1bzc,1bzc_260,47.51350060478278
1bzc,1bzc_265,49.76551437566237
1bzc,1bzc_300,50.17440272021841
1bzc,1bzc_323,54.7627635314332
1bzc,1bzc_375,53.42939448920041
1bzc,1bzc_409,20.900777910956485
1bzc,1bzc_412,27.365715001243217
1bzc,1bzc_414,26.618995215956875
1bzc,1bzc_427,25.344145800640543
1bzc,1bzc_43,53.130241611588175
1bzc,1bzc_439,27.751875898347052
1bzc,1bzc_440,31.49682575977217
1bzc,1bzc_443,22.1368908230267
1bzc,1bzc_449,20.32572688014131
1bzc,1bzc_461,33.1337235371279
1bzc,1bzc_463,21.133867787131315
1bzc,1bzc_464,25.16048829010947
1bzc,1bzc_466,30.612586941061497
1bzc,1bzc_469,36.98139781246875
1bzc,1bzc_473,24.42651042731975
1bzc,1bzc_481,28.53291825866702
1bzc,1bzc_487,29.660446560438047
1bzc,1bzc_502,42.40904268684795
1bzc,1bzc_504,34.18334284434497
1bzc,1bzc_522,42.38747223689561
1bzc,1bzc_524,32.33593266904984
1bzc,1bzc_526,34.09548127423895
1bzc,1bzc_527,46.00293561981166
1bzc,1bzc_530,36.91299127502096
1bzc,1bzc_539,33.01743981872717
1bzc,1bzc_546,27.565639894682224
1bzc,1bzc_549,37.792643175638034
1bzc,1bzc_556,43.20334611789261
1bzc,1bzc_558,24.954679602841527
1bzc,1bzc_566,22.59945309020071
1bzc,1bzc_577,31.247077074794426
1bzc,1bzc_579,37.99457017807219
1bzc,1bzc_588,29.633010366560487
1bzc,1bzc_592,32.306634171856366
1bzc,1bzc_593,38.35105270359297
1bzc,1bzc_597,38.28624916211909
1bzc,1bzc_608,11.965300791959349
1bzc,1bzc_611,31.036177618880316
1bzc,1bzc_614,28.85565402613097
1bzc,1bzc_615,9.44195557936292
1bzc,1bzc_620,10.368308574348776
1bzc,1bzc_622,23.14123781134296
1bzc,1bzc_625,25.000296316333863
1bzc,1bzc_629,26.45193186519028
1bzc,1bzc_633,26.5538249255242
1bzc,1bzc_644,20.0723474525258
1bzc,1bzc_651,29.13453513701577
1bzc,1bzc_652,25.554975398393054
1bzc,1bzc_659,10.11307452395128
1bzc,1bzc_660,9.013592035194172
1bzc,1bzc_664,16.50036998217498
1bzc,1bzc_666,23.343205518043867
1bzc,1bzc_669,33.418940576184355
1bzc,1bzc_670,15.593425253131937
1bzc,1bzc_671,20.12577802449153
1bzc,1bzc_674,27.057933225577408
1bzc,1bzc_677,25.571345236869607
1bzc,1bzc_681,16.627697901900007
1bzc,1bzc_682,11.138317483223071
1bzc,1bzc_686,14.352384161303306
1bzc,1bzc_688,19.848001055527583
1bzc,1bzc_690,15.58745351941875
1bzc,1bzc_694,30.252045820212903
1bzc,1bzc_700,27.858047316868475
1bzc,1bzc_709,52.86486391640735
1bzc,1bzc_778,22.92585669876136
1bzc,1bzc_963,46.174130414058006
1c5z,1c5z_247,25.694286750536182
1c5z,1c5z_258,22.753448302913878
1c5z,1c5z_3,27.45134195741819
1c5z,1c5z_402,23.443745660647128
1c5z,1c5z_415,16.018043766801693
1c5z,1c5z_425,21.25725107584676
1c5z,1c5z_427,21.09976522028808
1c5z,1c5z_431,21.196870253210676
1c5z,1c5z_438,15.33309339139733
1c5z,1c5z_449,23.77712980498552
1c5z,1c5z_452,25.933768467444093
1c5z,1c5z_460,21.05816004993172
1c5z,1c5z_465,21.229617590746187
1c5z,1c5z_482,19.75423949734404
1c5z,1c5z_509,3.957240621188903
1c5z,1c5z_516,3.494156276505855
1c5z,1c5z_519,13.20998698570899
1c5z,1c5z_520,7.231395301379025
1c5z,1c5z_530,20.603203895458208
1c5z,1c5z_536,4.4681622416935465
1c5z,1c5z_537,19.449886226528044
1c5z,1c5z_542,7.51078832073013
1c5z,1c5z_544,5.457156228301504
1c5z,1c5z_546,10.594772469978944
1c5z,1c5z_556,10.618113319542871
1c5z,1c5z_558,13.561733228311263
1c5z,1c5z_563,10.201731631352676
1c5z,1c5z_564,18.58672712245246
1c5z,1c5z_577,17.363788928564706
1c5z,1c5z_583,3.9833378724651305
1c5z,1c5z_586,17.42546621303656
1c5z,1c5z_590,6.388555625944172
1c5z,1c5z_593,13.66927030985419
1c5z,1c5z_596,11.16714676126177
1c5z,1c5z_607,23.51417032599377
1c5z,1c5z_613,14.6260020470639
1c5z,1c5z_627,20.874746243097334
1c5z,1c5z_642,17.358072683431832
1c5z,1c5z_661,19.263645601376343
1c5z,1c5z_665,18.36913325069128
1c5z,1c5z_698,17.182331725328368
1c5z,1c5z_700,20.92969294770717
1c5z,1c5z_711,11.612747139999586
1c5z,1c5z_715,6.693701368039816
1c5z,1c5z_722,4.607271751257595
1c5z,1c5z_733,2.247211012476217
1c5z,1c5z_734,13.225949092650678
1c5z,1c5z_738,4.416636813770973
1c5z,1c5z_739,2.229883367908561
1c5z,1c5z_741,5.781292835522479
1c5z,1c5z_743,1.5946732071881882
1c5z,1c5z_753,2.661883955840161
1c5z,1c5z_754,5.455383305059515
1c5z,1c5z_759,9.337311020534289
1c5z,1c5z_761,3.628320157559166
1c5z,1c5z_763,2.5631318793529667
1c5z,1c5z_765,1.3990128369374504
1c5z,1c5z_766,1.2697724959386631
1c5z,1c5z_776,17.508357460447247
1c5z,1c5z_781,10.06492336398605
1c5z,1c5z_790,9.682348768006587
1c5z,1c5z_8,27.31533856744991
1c5z,1c5z_804,10.275202990016178
1c5z,1c5z_805,7.950966528325281
1c5z,1c5z_811,11.457500101144246
1c5z,1c5z_826,7.532498864635689
1c5z,1c5z_828,7.461233228222743
1c5z,1c5z_829,2.257067253001188
1c5z,1c5z_836,2.3425499849850686
1c5z,1c5z_839,14.137227577735132
1c5z,1c5z_840,1.8339663639908117
1c5z,1c5z_844,6.32114921466192
1c5z,1c5z_862,5.748559395289853
1c5z,1c5z_892,9.78891074575347
1c5z,1c5z_898,8.1569798947786
1c5z,1c5z_931,13.04643413597426
1c5z,1c5z_937,2.022478013611118
1c5z,1c5z_953,2.048874966474811
1c5z,1c5z_955,2.444580495044343
1c5z,1c5z_959,9.541621282637992
1e66,1e66_158,52.511792994235904
1e66,1e66_247,44.83963069461907
1e66,1e66_402,41.659655322806
1e66,1e66_404,40.20679255490112
1e66,1e66_406,40.35888849332811
1e66,1e66_412,44.568993869457046
1e66,1e66_419,33.46723903058049
1e66,1e66_422,43.110920149933456
1e66,1e66_429,32.13772227737976
1e66,1e66_440,30.6586584089519
1e66,1e66_442,26.03035047773573
1e66,1e66_466,28.50831590737216
1e66,1e66_467,32.380806735653834
1e66,1e66_468,34.381261628573924
1e66,1e66_477,31.550385630229457
1e66,1e66_483,36.07674439958988
1e66,1e66_484,34.38993163171507
1e66,1e66_489,23.89510240308602
1e66,1e66_495,31.314707777095023
1e66,1e66_498,19.043459922438664
1e66,1e66_504,30.803830206200917
1e66,1e66_505,28.94414849774624
1e66,1e66_550,22.07996912880433
1e66,1e66_551,15.42614999511644
1e66,1e66_552,16.16869745538581
1e66,1e66_553,16.867191968909925
1e66,1e66_573,26.26128510864339
1e66,1e66_574,17.316226784406023
1e66,1e66_577,17.306929655858976
1e66,1e66_587,25.72862114299453
1e66,1e66_589,36.65403264275298
1e66,1e66_591,13.507556769596974
1e66,1e66_617,17.33799909199078
1e66,1e66_633,19.357901746727777
1e66,1e66_656,27.50333688323788
1e66,1e66_661,28.593526676285087
1e66,1e66_678,32.57819753409491
1e66,1e66_700,32.347047579375285
1e66,1e66_702,24.319059112172717
1e66,1e66_712,38.33025288670103
1e66,1e66_733,19.283450602291705
1e66,1e66_744,23.948616193594503
1e66,1e66_746,24.0919402936004
1e66,1e66_754,25.178820983761742
1e66,1e66_755,23.168640724776765
1e66,1e66_761,30.344539301634025
1e66,1e66_763,18.973193216097695
1e66,1e66_767,25.685706744366097
1e66,1e66_768,28.22320376648705
1e66,1e66_771,20.5060588495318
1e66,1e66_772,23.07473696011453
1e66,1e66_774,33.92734065549799
1e66,1e66_787,49.15770464384022
1e66,1e66_806,24.419538215042056
1e66,1e66_807,26.08855082129221
1e66,1e66_810,21.631080775293785
1e66,1e66_823,20.256484378215024
1e66,1e66_841,31.132918019642787
1e66,1e66_842,25.127367783089586
1e66,1e66_859,26.567030370362097
1e66,1e66_860,33.7809133938887
1e66,1e66_862,28.228202761210333
1e66,1e66_863,33.46372758256299
1e66,1e66_865,20.916825453088347
1e66,1e66_867,21.37834320528666
1e66,1e66_870,23.7168133930434
1e66,1e66_891,41.89883967404501
1e66,1e66_907,39.9494206371069
1e66,1e66_909,44.25607870089393
1e66,1e66_921,20.929678161252635
1eby,1eby_169,14.9834406628449
1eby,1eby_211,78.3491916690784
1eby,1eby_217,70.85354773515579
1eby,1eby_218,51.7369609192106
1eby,1eby_223,71.60923244601031
1eby,1eby_231,57.282394329562784
1eby,1eby_233,64.60694736626024
1eby,1eby_237,45.07862287656772
1eby,1eby_238,74.05913868593179
1eby,1eby_244,70.96934571000617
1eby,1eby_245,51.11075693862201
1eby,1eby_255,44.34023349572124
1eby,1eby_259,33.88392034076138
1eby,1eby_262,71.7552115179393
1eby,1eby_265,73.34226282276238
1eby,1eby_266,59.808723904387925
1eby,1eby_269,75.83115199506445
1eby,1eby_271,53.11434126673805
1eby,1eby_279,61.65788332214073
1eby,1eby_294,61.64761280169706
1eby,1eby_295,78.07337772299803
1eby,1eby_297,36.12409996713212
1eby,1eby_299,76.42561396496299
1eby,1eby_326,45.73096386505996
1eby,1eby_350,25.430803202918
1eby,1eby_361,81.31976578254091
1eby,1eby_364,77.33269954249891
1eby,1eby_372,15.241501973282023
1eby,1eby_414,41.77064152639448
1eby,1eby_416,43.404168428938064
1eby,1eby_444,42.19308495227212
1eby,1eby_447,41.91339424270361
1eby,1eby_453,36.374478500718354
1eby,1eby_456,24.77231939867284
1eby,1eby_464,35.81401127674201
1eby,1eby_470,39.623521456602354
1eby,1eby_472,45.09541358650591
1eby,1eby_473,45.24645168106831
1eby,1eby_477,28.69336511556585
1eby,1eby_481,34.414535796089034
1eby,1eby_488,33.69129971267788
1eby,1eby_490,29.46414057072064
1eby,1eby_493,29.485845771157333
1eby,1eby_499,32.593623535813215
1eby,1eby_503,17.703923452695815
1eby,1eby_507,19.5702638658352
1eby,1eby_514,36.38417650618643
1eby,1eby_517,23.42528416593923
1eby,1eby_519,26.854884049308176
1eby,1eby_531,29.2165536634111
1eby,1eby_532,20.00735239083662
1eby,1eby_535,15.642200449262928
1eby,1eby_538,24.560537162798568
1eby,1eby_540,26.55468735040573
1eby,1eby_548,26.145462502630632
1eby,1eby_556,19.576768448593874
1eby,1eby_563,22.032629868765024
1eby,1eby_569,17.212631253377335
1eby,1eby_571,24.41248309403769
1eby,1eby_572,15.485905575227129
1eby,1eby_573,13.917379947834918
1eby,1eby_575,24.76309258030881
1eby,1eby_576,29.685415388608337
1eby,1eby_580,19.971627654247328
1eby,1eby_582,14.84531433628924
1eby,1eby_584,19.032893117581875
1eby,1eby_595,12.064198837168984
1eby,1eby_597,20.206385474435532
1eby,1eby_600,12.92174343601118
1eby,1eby_634,23.865198610116924
1eby,1eby_641,15.715090688023338
1eby,1eby_645,14.228505045286068
1eby,1eby_647,17.626660419271705
1eby,1eby_649,17.680117681107458
1eby,1eby_658,31.132872543517728
1eby,1eby_659,15.670601343312258
1eby,1eby_667,22.35844334862831
1eby,1eby_673,18.958241912251147
1eby,1eby_688,19.928853842884948
1eby,1eby_689,19.583320826608837
1eby,1eby_694,15.304867230017104
1eby,1eby_731,49.98255344189711
1eby,1eby_741,26.303297956030644
1eby,1eby_751,18.904364552401056
1eby,1eby_763,29.04640893004025
1eby,1eby_767,23.387782581021707
1eby,1eby_769,26.773466534843863
1eby,1eby_770,31.193955976597863
1eby,1eby_771,15.461676047397129
1eby,1eby_772,33.57998968835069
1eby,1eby_773,22.009906908245057
1eby,1eby_774,29.53322003066071
1eby,1eby_777,14.871362763937231
1eby,1eby_779,30.796090682820545
1eby,1eby_791,35.861024434518576
1eby,1eby_792,23.533555371178103
1eby,1eby_803,55.532455336868
1eby,1eby_813,54.8651149437862
1eby,1eby_826,34.78520388674535
1eby,1eby_848,58.81183086757292
1g2k,1g2k_209,53.192972851334176
1g2k,1g2k_225,59.43245340128977
1g2k,1g2k_242,62.857959592424585
1g2k,1g2k_247,62.00576769121858
1g2k,1g2k_248,54.68729839083725
1g2k,1g2k_265,62.645145847865024
1g2k,1g2k_271,56.45791149896864
1g2k,1g2k_283,56.20172200217427
1g2k,1g2k_290,53.68997921732553
1g2k,1g2k_294,52.241592909956864
1g2k,1g2k_295,55.76888385945946
1g2k,1g2k_306,48.208672481569295
1g2k,1g2k_328,59.38677153438714
1g2k,1g2k_403,40.771517920459736
1g2k,1g2k_404,41.361657673289
1g2k,1g2k_408,27.188550969171907
1g2k,1g2k_417,39.60702211413295
1g2k,1g2k_420,27.741415301133557
1g2k,1g2k_436,27.947417733545137
1g2k,1g2k_454,30.1317983429518
1g2k,1g2k_456,44.63506975696143
1g2k,1g2k_458,30.48019444344653
1g2k,1g2k_460,37.66546850228284
1g2k,1g2k_462,35.48172249506049
1g2k,1g2k_466,32.97083669624111
1g2k,1g2k_467,26.87830242985566
1g2k,1g2k_468,32.339446400826084
1g2k,1g2k_469,35.44116873673753
1g2k,1g2k_473,25.66597647272332
1g2k,1g2k_475,35.82248266894663
1g2k,1g2k_482,35.04441408789711
1g2k,1g2k_487,23.391067152193013
1g2k,1g2k_497,30.012268519547067
1g2k,1g2k_502,44.28766758215263
1g2k,1g2k_504,40.72574557675859
1g2k,1g2k_516,18.373642682028915
1g2k,1g2k_52,59.51276063258258
1g2k,1g2k_520,24.66134576927137
1g2k,1g2k_521,17.456091379201883
1g2k,1g2k_530,16.773364378099803
1g2k,1g2k_543,26.453615904703547
1g2k,1g2k_546,18.575743162140917
1g2k,1g2k_551,18.62244751426709
1g2k,1g2k_556,29.8849529303944
1g2k,1g2k_565,21.49532396634655
1g2k,1g2k_566,25.10102468082332
1g2k,1g2k_568,19.34155127527796
1g2k,1g2k_569,22.71963776686709
1g2k,1g2k_573,28.46774717344487
1g2k,1g2k_582,16.489797780839833
1g2k,1g2k_584,23.301783860413057
1g2k,1g2k_588,17.30086219004204
1g2k,1g2k_589,14.704009406997583
1g2k,1g2k_590,20.744625827340364
1g2k,1g2k_591,24.93493723720327
1g2k,1g2k_592,22.33636720928867
1g2k,1g2k_597,21.39553481260837
1g2k,1g2k_598,28.291797207667656
1g2k,1g2k_600,34.564834387329846
1g2k,1g2k_606,21.21393833777352
1g2k,1g2k_607,16.751585353894473
1g2k,1g2k_610,28.851524597766524
1g2k,1g2k_617,28.787683164319347
1g2k,1g2k_621,29.96598244925042
1g2k,1g2k_624,28.97345519100011
1g2k,1g2k_625,23.066508943980235
1g2k,1g2k_639,37.30294040531371
1g2k,1g2k_640,22.453157044996036
1g2k,1g2k_644,35.49612077399334
1g2k,1g2k_645,30.72230888404501
1g2k,1g2k_646,30.204315714058
1g2k,1g2k_649,17.688649757819753
1g2k,1g2k_650,22.208581157654244
1g2k,1g2k_652,25.681975846431737
1g2k,1g2k_654,16.931012055016907
1g2k,1g2k_663,14.938149708468826
1g2k,1g2k_668,14.632460916975331
1g2k,1g2k_670,17.568427076022484
1g2k,1g2k_673,22.709547135476868
1g2k,1g2k_675,32.46175809165292
1g2k,1g2k_677,23.352899793884905
1g2k,1g2k_679,16.164437413000496
1g2k,1g2k_683,37.29385568262589
1g2k,1g2k_684,19.399282849837896
1g2k,1g2k_690,18.58844775101432
1g2k,1g2k_705,50.67699484628794
1g2k,1g2k_736,47.83901680785871
1g2k,1g2k_737,48.68138605767773
1g2k,1g2k_74,63.597044237324106
1g2k,1g2k_762,45.35912404787326
1g2k,1g2k_771,45.52629904888964
1g2k,1g2k_874,53.71827979038131
1g2k,1g2k_900,59.612781590211846
1g2k,1g2k_98,43.15763113917464
1gpk,1gpk_159,30.26020706507828
1gpk,1gpk_182,29.598275688775345
1gpk,1gpk_194,38.667646455011486
1gpk,1gpk_231,26.946468766068172
1gpk,1gpk_239,32.57050214793852
1gpk,1gpk_267,35.48540028330261
1gpk,1gpk_280,36.639900262481206
1gpk,1gpk_328,36.4187472088562
1gpk,1gpk_364,33.49435564841538
1gpk,1gpk_404,31.9951151064877
1gpk,1gpk_407,32.10672819510789
1gpk,1gpk_409,27.83325282891221
1gpk,1gpk_415,24.80241154263462
1gpk,1gpk_419,26.16739357034751
1gpk,1gpk_420,28.010469080523
1gpk,1gpk_427,26.422311951890396
1gpk,1gpk_428,29.638336784829264
1gpk,1gpk_429,22.57119230766825
1gpk,1gpk_437,30.523866401851627
1gpk,1gpk_450,26.524272104746448
1gpk,1gpk_46,30.66675173553534
1gpk,1gpk_460,25.901269953514337
1gpk,1gpk_463,28.676341136641927
1gpk,1gpk_465,27.883112134768023
1gpk,1gpk_473,31.20232677342331
1gpk,1gpk_477,18.855352563722118
1gpk,1gpk_494,23.99874432116814
1gpk,1gpk_496,24.475570371003705
1gpk,1gpk_548,20.789200235462403
1gpk,1gpk_560,20.158030317392942
1gpk,1gpk_569,20.97587577146127
1gpk,1gpk_571,25.65620950519345
1gpk,1gpk_577,16.063899915402615
1gpk,1gpk_578,15.664525068605062
1gpk,1gpk_583,26.889684513205477
1gpk,1gpk_588,16.312558577437933
1gpk,1gpk_590,16.55926194565559
1gpk,1gpk_600,22.26145131796781
1gpk,1gpk_609,28.331614431183606
1gpk,1gpk_612,13.704261994904227
1gpk,1gpk_625,14.555718482522964
1gpk,1gpk_641,12.536174808803889
1gpk,1gpk_660,26.32726948227466
1gpk,1gpk_666,19.576924228414104
1gpk,1gpk_668,30.38778809280197
1gpk,1gpk_67,29.146652985999857
1gpk,1gpk_683,14.200223560295212
1gpk,1gpk_689,20.376744364614087
1gpk,1gpk_697,20.88697862277457
1gpk,1gpk_700,19.015984911781104
1gpk,1gpk_735,14.028660888294286
1gpk,1gpk_764,5.016008634619687
1gpk,1gpk_779,4.7200995517249735
1gpk,1gpk_782,17.999384078813588
1gpk,1gpk_783,4.896552118725984
1gpk,1gpk_785,14.24761851213436
1gpk,1gpk_788,10.610201711140252
1gpk,1gpk_793,15.675519494580126
1gpk,1gpk_794,25.280227988967884
1gpk,1gpk_850,12.744511169376295
1gpk,1gpk_874,20.528963607012887
1gpk,1gpk_95,33.802848861590775
1gpk,1gpk_984,25.52373679049783
1gpk,1gpk_988,16.249753219514098
1gpn,1gpn_109,33.013452221202314
1gpn,1gpn_252,29.951723135364865
1gpn,1gpn_299,32.53491251322575
1gpn,1gpn_330,36.33496112770761
1gpn,1gpn_401,30.213347724250102
1gpn,1gpn_404,29.16560751488677
1gpn,1gpn_405,33.712806556969205
1gpn,1gpn_407,25.228038976736496
1gpn,1gpn_422,34.256204982290896
1gpn,1gpn_435,29.11259310239278
1gpn,1gpn_443,24.574922750210145
1gpn,1gpn_446,22.734232462336543
1gpn,1gpn_451,23.31258707574465
1gpn,1gpn_459,24.671787328281354
1gpn,1gpn_466,24.075899781922654
1gpn,1gpn_471,25.529360379802903
1gpn,1gpn_475,28.974063763579185
1gpn,1gpn_477,29.13815915171193
1gpn,1gpn_481,25.08650395328397
1gpn,1gpn_483,23.963402922318515
1gpn,1gpn_490,28.12083546663276
1gpn,1gpn_549,28.41132413539625
1gpn,1gpn_551,16.56678910182996
1gpn,1gpn_553,12.005247496455665
1gpn,1gpn_555,25.525302490825965
1gpn,1gpn_556,18.67954978418322
1gpn,1gpn_578,23.17532310651083
1gpn,1gpn_589,30.916850220566644
1gpn,1gpn_596,20.14188147084012
1gpn,1gpn_600,27.067737832867977
1gpn,1gpn_61,29.808845709234188
1gpn,1gpn_615,23.50875698598409
1gpn,1gpn_617,31.093737650847373
1gpn,1gpn_638,22.482935630010168
1gpn,1gpn_653,17.325548989957657
1gpn,1gpn_657,19.799262097528956
1gpn,1gpn_658,21.583416349235744
1gpn,1gpn_662,31.00333558203953
1gpn,1gpn_675,20.377490581320576
1gpn,1gpn_682,16.737484276375483
1gpn,1gpn_683,16.171513799723336
1gpn,1gpn_684,11.86010086004961
1gpn,1gpn_689,27.46639510960944
1gpn,1gpn_759,24.519394768613942
1gpn,1gpn_768,11.366209407674432
1gpn,1gpn_775,25.84519328006469
1gpn,1gpn_779,23.037377781583277
1gpn,1gpn_781,13.519202246018846
1gpn,1gpn_782,29.64207986923248
1gpn,1gpn_784,12.347380392588134
1gpn,1gpn_785,23.869093334155554
1gpn,1gpn_786,11.96680094439341
1gpn,1gpn_794,13.23432851131359
1gpn,1gpn_796,14.140196919911205
1gpn,1gpn_868,24.79935268704656
1gpn,1gpn_885,14.861056270687012
1h22,1h22_1,27.99448039763555
1h22,1h22_12,36.49691238463242
1h22,1h22_140,43.40004759392925
1h22,1h22_156,45.25781406569108
1h22,1h22_186,39.05401785145159
