pdbid,pose,native_score
1bzc,1bzc_443,18.75206653478529
1bzc,1bzc_449,17.188116459289557
1bzc,1bzc_461,30.96049715272564
1bzc,1bzc_463,16.493463138922873
1bzc,1bzc_464,21.26756390065374
1bzc,1bzc_466,29.42922073857573
1bzc,1bzc_469,39.71363137791002
1bzc,1bzc_473,25.120806278488995
1bzc,1bzc_481,25.751381235895
1bzc,1bzc_487,24.38974911706262
1bzc,1bzc_502,52.14038710669196
1bzc,1bzc_504,39.39410004409229
1bzc,1bzc_522,41.65790965782087
1bzc,1bzc_524,31.956438661797907
1bzc,1bzc_526,36.82025880465327
1bzc,1bzc_527,49.61698921309037
1bzc,1bzc_530,40.52518232941075
1bzc,1bzc_539,29.73355831130605
1bzc,1bzc_546,26.670331396028107
1bzc,1bzc_549,41.1888364654528
1bzc,1bzc_556,38.65889542541634
1bzc,1bzc_558,26.693501396688077
1bzc,1bzc_566,25.396422057764124
1bzc,1bzc_577,34.76356427833532
1bzc,1bzc_579,38.68869565315664
1bzc,1bzc_588,32.482916407953645
1bzc,1bzc_592,33.024674070132306
1bzc,1bzc_593,45.41484053625539
1bzc,1bzc_597,38.41100940191895
1bzc,1bzc_608,12.846563734027937
1bzc,1bzc_611,28.63983137851268
1bzc,1bzc_614,26.54601581162677
1bzc,1bzc_615,8.67406898326039
1bzc,1bzc_620,12.88460183596209
1bzc,1bzc_622,17.669877913217025
1bzc,1bzc_625,25.001458598468563
1bzc,1bzc_629,27.49271893822182
1bzc,1bzc_633,24.04631896862958
1bzc,1bzc_644,15.051980729936895
1bzc,1bzc_651,29.14243940886029
1bzc,1bzc_652,22.882256636074285
1bzc,1bzc_659,6.897508335386382
1bzc,1bzc_660,9.434740802455131
1bzc,1bzc_664,17.444905567862484
1bzc,1bzc_666,18.448567316488383
1bzc,1bzc_669,35.19057226870129
1bzc,1bzc_670,12.505994149079974
1bzc,1bzc_671,16.831447574471873
1bzc,1bzc_674,23.82891244864446
1bzc,1bzc_677,28.00265675367009
1bzc,1bzc_681,14.775773446815611
1bzc,1bzc_682,11.073666598979552
1bzc,1bzc_686,12.077542372187338
1bzc,1bzc_688,17.508218050720696
1bzc,1bzc_690,12.438489921275869
1bzc,1bzc_694,35.09401329252879
1bzc,1bzc_700,27.020293003976235
1bzc,1bzc_709,64.9571088847674
1bzc,1bzc_778,18.79303682589889
1bzc,1bzc_963,54.74098428399819
1c5z,1c5z_247,48.06508894178076
1c5z,1c5z_258,26.217395257100037
1c5z,1c5z_3,63.96359055711003
1c5z,1c5z_402,48.757968113118494
1c5z,1c5z_415,25.05198948916515
1c5z,1c5z_425,42.48620655526187
1c5z,1c5z_427,37.8065443328456
1c5z,1c5z_431,37.51523353557947
1c5z,1c5z_438,26.337737265760715
1c5z,1c5z_449,37.26593893882266
1c5z,1c5z_452,48.528099007150765
1c5z,1c5z_460,35.010427263800906
1c5z,1c5z_465,34.97512018196913
1c5z,1c5z_482,36.04617409131466
1c5z,1c5z_509,3.540236827350305
1c5z,1c5z_516,3.920208188729751
1c5z,1c5z_519,19.80069077526364
1c5z,1c5z_520,7.014946296181109
1c5z,1c5z_530,39.35821388423309
1c5z,1c5z_536,5.92978522111452
1c5z,1c5z_537,33.07451551233569
1c5z,1c5z_542,9.899387043603186
1c5z,1c5z_544,6.74852071838658
1c5z,1c5z_546,16.015492037617577
1c5z,1c5z_556,12.326833933149556
1c5z,1c5z_558,21.55811165658025
1c5z,1c5z_563,16.026065202216948
1c5z,1c5z_564,34.751367267294405
1c5z,1c5z_577,24.09889798980013
1c5z,1c5z_583,6.1727677168729125
1c5z,1c5z_586,31.624734542569783
1c5z,1c5z_590,6.760227248781694
1c5z,1c5z_593,18.90512053746884
1c5z,1c5z_596,15.68528921714018
1c5z,1c5z_607,29.649763838880556
1c5z,1c5z_613,18.32780966758129
1c5z,1c5z_627,37.15904124521708
1c5z,1c5z_642,20.80696960066497
1c5z,1c5z_661,34.144448301834935
1c5z,1c5z_665,33.8595596579274
1c5z,1c5z_698,23.651776186125016
1c5z,1c5z_700,33.02891929343077
1c5z,1c5z_711,15.23372043174365
1c5z,1c5z_715,7.869059592830727
1c5z,1c5z_722,6.644557080327142
1c5z,1c5z_733,2.2322372733729283
1c5z,1c5z_734,16.94313328730362
1c5z,1c5z_738,5.666276876793578
1c5z,1c5z_739,2.210800893695637
1c5z,1c5z_741,6.878843865082014
1c5z,1c5z_743,2.269707450121119
1c5z,1c5z_753,1.6799935347588466
1c5z,1c5z_754,7.942226668892204
1c5z,1c5z_759,15.735143085068025
1c5z,1c5z_761,3.31216568181836
1c5z,1c5z_763,2.822052984528284
1c5z,1c5z_765,1.5220567629434587
1c5z,1c5z_766,1.6151061940085532
1c5z,1c5z_776,22.262173309238023
1c5z,1c5z_781,17.10306198888121
1c5z,1c5z_790,14.815817221959504
1c5z,1c5z_8,61.53350860957381
1c5z,1c5z_804,13.41659753167352
1c5z,1c5z_805,8.639931221693567
1c5z,1c5z_811,20.91219093084843
1c5z,1c5z_826,9.9014978484317
1c5z,1c5z_828,10.215862857594836
1c5z,1c5z_829,1.9149747688485357
1c5z,1c5z_836,2.044017099277907
1c5z,1c5z_839,18.92976553564376
1c5z,1c5z_840,2.6518115416186205
1c5z,1c5z_844,6.471110001087517
1c5z,1c5z_862,10.66840172257752
1c5z,1c5z_892,13.032196768932762
1c5z,1c5z_898,13.975013617340446
1c5z,1c5z_931,15.871886783279214
1c5z,1c5z_937,1.580811911342228
1c5z,1c5z_953,1.5977296227908169
1c5z,1c5z_955,3.8725579128850502
1c5z,1c5z_959,9.50183698879618
1e66,1e66_158,61.24565639498508
1e66,1e66_247,54.96166450525317
1e66,1e66_402,48.71384003204369
1e66,1e66_404,41.216637976854805
1e66,1e66_406,44.45162710046892
1e66,1e66_412,44.96218510896978
1e66,1e66_419,34.058288874548104
1e66,1e66_422,45.66699475425106
1e66,1e66_429,33.32151604219493
1e66,1e66_440,35.00897022518505
1e66,1e66_442,26.96714432835961
1e66,1e66_466,32.15942283921575
1e66,1e66_467,26.871897889948418
1e66,1e66_468,35.25581276837634
1e66,1e66_477,28.227157091956936
1e66,1e66_483,39.53953066726983
1e66,1e66_484,37.9872871134163
1e66,1e66_489,22.64777501858728
1e66,1e66_495,28.12739685154826
1e66,1e66_498,20.034687130205544
1e66,1e66_504,31.749402935884344
1e66,1e66_505,32.07656757110332
1e66,1e66_550,19.85745462412592
1e66,1e66_551,16.38273556455638
1e66,1e66_552,12.868002355176303
1e66,1e66_553,14.613765532524534
1e66,1e66_573,28.69738605945081
1e66,1e66_574,14.860462883268282
1e66,1e66_577,15.022868019368294
1e66,1e66_587,18.49208137946457
1e66,1e66_589,36.48333397502259
1e66,1e66_591,10.828920300155575
1e66,1e66_617,17.984652152185067
1e66,1e66_633,20.455634042409415
1e66,1e66_656,27.33060120309744
1e66,1e66_661,24.09585510890111
1e66,1e66_678,29.483887229321024
1e66,1e66_700,33.320556845295386
1e66,1e66_702,20.1677536813482
1e66,1e66_712,42.9175364354542
1e66,1e66_733,17.06549683373225
1e66,1e66_744,24.04057058906957
1e66,1e66_746,25.858369069622043
1e66,1e66_754,23.840832763034086
1e66,1e66_755,25.156812267610263
1e66,1e66_761,28.059891460709373
1e66,1e66_763,15.315340065644625
1e66,1e66_767,21.22101943833616
1e66,1e66_768,23.606573457139564
1e66,1e66_771,20.845448930600387
1e66,1e66_772,24.355779284627967
1e66,1e66_774,36.700996043361656
1e66,1e66_787,54.281742026585256
1e66,1e66_806,22.725084477144257
1e66,1e66_807,22.981296147072676
1e66,1e66_810,21.918279391367488
1e66,1e66_823,19.597997652851387
1e66,1e66_841,33.21115159952456
1e66,1e66_842,23.67177000271229
1e66,1e66_859,23.605854578516244
1e66,1e66_860,32.79106126332964
1e66,1e66_862,27.538447836314244
1e66,1e66_863,32.05115842811133
1e66,1e66_865,18.793604244224348
1e66,1e66_867,21.668340705811904
1e66,1e66_870,24.21880280139341
1e66,1e66_891,44.15522952809663
1e66,1e66_907,46.0695446310982
1e66,1e66_909,47.30608321802626
1e66,1e66_921,18.94312296854775
1eby,1eby_169,17.021446804488406
1eby,1eby_211,178.49232122012756
1eby,1eby_217,146.5166516536826
1eby,1eby_218,92.36818097842148
1eby,1eby_223,154.93554895613366
1eby,1eby_231,92.260956787606
1eby,1eby_233,120.53441011861467
1eby,1eby_237,66.4408310812416
1eby,1eby_238,156.30525066868506
1eby,1eby_244,120.74255307067482
1eby,1eby_245,83.9450703935606
1eby,1eby_255,65.30192193927681
1eby,1eby_259,47.738087153554105
1eby,1eby_262,142.0623551279303
1eby,1eby_265,168.2028524996772
1eby,1eby_266,117.40543200115889
1eby,1eby_269,151.518632806945
1eby,1eby_271,116.40550010205916
1eby,1eby_279,118.83235350276026
1eby,1eby_294,140.28068758700678
1eby,1eby_295,170.0832655042257
1eby,1eby_297,57.52177489442107
1eby,1eby_299,178.84534070652035
1eby,1eby_326,67.75691974326598
1eby,1eby_350,27.314696896515475
1eby,1eby_361,189.6273016323972
1eby,1eby_364,174.4930358705062
1eby,1eby_372,22.050573587510264
1eby,1eby_414,60.41096255268469
1eby,1eby_416,61.65418648566269
1eby,1eby_444,60.94607838577269
1eby,1eby_447,63.177308890056025
1eby,1eby_453,41.99804594270931
1eby,1eby_456,41.07872011822136
1eby,1eby_464,49.54183006673007
1eby,1eby_470,53.27585043443849
1eby,1eby_472,77.65405122595779
1eby,1eby_473,57.13325093013179
1eby,1eby_477,38.26231507549259
1eby,1eby_481,46.3810446177085
1eby,1eby_488,54.59287605733327
1eby,1eby_490,40.92523285316629
1eby,1eby_493,40.24688115888574
1eby,1eby_499,43.70314545538736
1eby,1eby_503,24.07032181416903
1eby,1eby_507,24.203867367004023
1eby,1eby_514,51.00734909676154
1eby,1eby_517,33.14937605080604
1eby,1eby_519,35.76702213420356
1eby,1eby_531,39.38975097919218
1eby,1eby_532,26.44784972967141
1eby,1eby_535,21.244907313095773
1eby,1eby_538,35.38313696057705
1eby,1eby_540,34.7394664790087
1eby,1eby_548,38.5668014266234
1eby,1eby_556,29.593278660622467
1eby,1eby_563,24.77467921584884
1eby,1eby_569,21.697615061368136
1eby,1eby_571,33.61064047498989
1eby,1eby_572,17.28655760169191
1eby,1eby_573,17.746945056450826
1eby,1eby_575,31.540798856237952
1eby,1eby_576,41.14683404524246
1eby,1eby_580,27.82886559520104
1eby,1eby_582,17.245278242609167
1eby,1eby_584,25.820582177430797
1eby,1eby_595,17.448248404158903
1eby,1eby_597,29.54807958793422
1eby,1eby_600,21.36070234883687
1eby,1eby_634,32.457418475939434
1eby,1eby_641,19.958480627529493
1eby,1eby_645,18.20574720788388
1eby,1eby_647,20.50090619770995
1eby,1eby_649,25.97850441099623
1eby,1eby_658,44.40195266280952
1eby,1eby_659,24.065782576297654
1eby,1eby_667,31.63391641028832
1eby,1eby_673,30.842345535565933
1eby,1eby_688,29.987158253284896
1eby,1eby_689,28.68334869101308
1eby,1eby_694,23.988970963946343
1eby,1eby_731,88.56619434490248
1eby,1eby_741,39.61234610169096
1eby,1eby_751,23.984731555428414
1eby,1eby_763,39.2207930701212
1eby,1eby_767,32.841016254633544
1eby,1eby_769,39.71572350485069
1eby,1eby_770,40.92146403210217
1eby,1eby_771,20.9831839412839
1eby,1eby_772,43.27829956111566
1eby,1eby_773,32.008221438161115
1eby,1eby_774,45.84650814105573
1eby,1eby_777,18.802288157277
1eby,1eby_779,46.239038890289
1eby,1eby_791,56.325378505193314
1eby,1eby_792,34.139951562038334
1eby,1eby_803,97.5667415291145
1eby,1eby_813,113.85504074565586
1eby,1eby_826,41.85944254770908
1eby,1eby_848,128.38924274298105
1g2k,1g2k_209,67.42833675811404
1g2k,1g2k_225,92.08905003252146
1g2k,1g2k_242,94.11051828630092
1g2k,1g2k_247,95.5138622896555
1g2k,1g2k_248,79.85007791762605
1g2k,1g2k_265,93.64454413501576
1g2k,1g2k_271,79.89573018441313
1g2k,1g2k_283,80.19925816806723
1g2k,1g2k_290,73.41055579115326
1g2k,1g2k_294,70.96191348737761
1g2k,1g2k_295,83.05520101899681
1g2k,1g2k_306,57.87761343741829
1g2k,1g2k_328,88.40691394619581
1g2k,1g2k_403,48.17884371320945
1g2k,1g2k_404,53.91797598133704
1g2k,1g2k_408,32.81866345606812
1g2k,1g2k_417,49.747405332979326
1g2k,1g2k_420,31.340265299285715
1g2k,1g2k_436,30.921633070887427
1g2k,1g2k_454,38.8039484609349
1g2k,1g2k_456,54.22552312205115
1g2k,1g2k_458,30.07899243542504
1g2k,1g2k_460,43.93137851457917
1g2k,1g2k_462,44.29416189374797
1g2k,1g2k_466,34.37509827010324
1g2k,1g2k_467,28.525354754066424
1g2k,1g2k_468,36.63874766860104
1g2k,1g2k_469,46.3645997219457
1g2k,1g2k_473,26.67434000192418
1g2k,1g2k_475,40.06656621579702
1g2k,1g2k_482,43.61286958666798
1g2k,1g2k_487,26.28486948976323
1g2k,1g2k_497,35.74867059979878
1g2k,1g2k_502,54.8410631110695
1g2k,1g2k_504,50.27737498878014
1g2k,1g2k_516,22.305017016973743
1g2k,1g2k_52,86.75266993575752
1g2k,1g2k_520,27.48552061762016
1g2k,1g2k_521,16.421644989294297
1g2k,1g2k_530,16.741654778120463
1g2k,1g2k_543,32.966204646514115
1g2k,1g2k_546,19.35211714681236
1g2k,1g2k_551,23.03145088669969
1g2k,1g2k_556,37.96325855571812
1g2k,1g2k_565,22.83555961171968
1g2k,1g2k_566,29.417526816147223
1g2k,1g2k_568,17.95577998739042
1g2k,1g2k_569,28.70437526529338
1g2k,1g2k_573,33.06486638385802
1g2k,1g2k_582,16.837930765508013
1g2k,1g2k_584,26.11545442620765
1g2k,1g2k_588,20.280226547829333
1g2k,1g2k_589,16.907722041462417
1g2k,1g2k_590,25.274785813657573
1g2k,1g2k_591,30.945900054568348
1g2k,1g2k_592,26.16809925731853
1g2k,1g2k_597,20.71497027166797
1g2k,1g2k_598,30.608510378795653
1g2k,1g2k_600,38.06943869883655
1g2k,1g2k_606,22.649555876692133
1g2k,1g2k_607,19.258090868371344
1g2k,1g2k_610,37.483303171400486
1g2k,1g2k_617,31.322092222699784
1g2k,1g2k_621,33.984651069012465
1g2k,1g2k_624,32.62940096678588
1g2k,1g2k_625,30.898256277606706
1g2k,1g2k_639,46.59285592745032
1g2k,1g2k_640,26.47702600189472
1g2k,1g2k_644,35.71660179391477
1g2k,1g2k_645,31.4036228456375
1g2k,1g2k_646,31.600883514677765
1g2k,1g2k_649,20.63469059723909
1g2k,1g2k_650,25.25588321824885
1g2k,1g2k_652,25.58221715023394
1g2k,1g2k_654,17.269457239683643
1g2k,1g2k_663,19.330107029034032
1g2k,1g2k_668,17.395062434670958
1g2k,1g2k_670,19.65241508989784
1g2k,1g2k_673,26.945268814907102
1g2k,1g2k_675,34.678228314367004
1g2k,1g2k_677,26.643963668956932
1g2k,1g2k_679,17.239162211110155
1g2k,1g2k_683,44.74334927641597
1g2k,1g2k_684,21.978572008971486
1g2k,1g2k_690,24.32669396089967
1g2k,1g2k_705,63.34274681193132
1g2k,1g2k_736,62.42374745445362
1g2k,1g2k_737,60.81978567510442
1g2k,1g2k_74,101.71391273267756
1g2k,1g2k_762,57.25431965090249
1g2k,1g2k_771,56.81029591006697
1g2k,1g2k_874,74.85673531662266
1g2k,1g2k_900,91.5351011612871
1g2k,1g2k_98,57.84850433236952
1gpk,1gpk_159,47.927885044789015
1gpk,1gpk_182,37.35400531361807
1gpk,1gpk_194,53.521652682036006
1gpk,1gpk_231,17.012382997877832
1gpk,1gpk_239,46.835562635142985
1gpk,1gpk_267,31.003682623404533
1gpk,1gpk_280,31.68230115800138
1gpk,1gpk_328,53.82058558993065
1gpk,1gpk_364,53.45661290157595
1gpk,1gpk_404,25.199667816764062
1gpk,1gpk_407,41.97727624533214
1gpk,1gpk_409,31.72428469751776
1gpk,1gpk_415,30.80734019313706
1gpk,1gpk_419,31.67548047016996
1gpk,1gpk_420,23.804995469300252
1gpk,1gpk_427,32.710950185238524
1gpk,1gpk_428,20.0300393776258
1gpk,1gpk_429,28.518158842330003
1gpk,1gpk_437,29.83661926381159
1gpk,1gpk_450,20.49743363034841
1gpk,1gpk_46,46.53430844154294
1gpk,1gpk_460,29.25959864154348
1gpk,1gpk_463,34.12770298758252
1gpk,1gpk_465,37.26660328562331
1gpk,1gpk_473,24.99419799652536
1gpk,1gpk_477,13.300385130862669
1gpk,1gpk_494,19.381565052894636
1gpk,1gpk_496,18.960160196124036
1gpk,1gpk_548,12.036087989364432
1gpk,1gpk_560,18.516773257864347
1gpk,1gpk_569,13.132733486294816
1gpk,1gpk_571,33.38207613915442
1gpk,1gpk_577,12.67014858253243
1gpk,1gpk_578,13.310987376942808
1gpk,1gpk_583,19.7245835430324
1gpk,1gpk_588,19.320405438184423
1gpk,1gpk_590,8.55121832220357
1gpk,1gpk_600,21.83761834892887
1gpk,1gpk_609,26.493567293582004
1gpk,1gpk_612,9.79362346097968
1gpk,1gpk_625,10.263765493732418
1gpk,1gpk_641,11.661905688063854
1gpk,1gpk_660,24.60530292997052
1gpk,1gpk_666,15.003813798319994
1gpk,1gpk_668,25.811252185204395
1gpk,1gpk_67,25.065887084032425
1gpk,1gpk_683,11.322847529892504
1gpk,1gpk_689,12.554613765565303
1gpk,1gpk_697,16.673824216512507
1gpk,1gpk_700,10.568037234123755
1gpk,1gpk_735,10.32861084804084
1gpk,1gpk_764,4.819939967767847
1gpk,1gpk_779,3.4507695460797696
1gpk,1gpk_782,17.159347306976393
1gpk,1gpk_783,4.80370939741875
1gpk,1gpk_785,9.607464183492128
1gpk,1gpk_788,10.022610739446192
1gpk,1gpk_793,16.126248667306463
1gpk,1gpk_794,22.85371556755819
1gpk,1gpk_850,6.728618645932719
1gpk,1gpk_874,12.363480537216718
1gpk,1gpk_95,24.39227724990859
1gpk,1gpk_984,21.226315664420586
1gpk,1gpk_988,13.639524425029032
1gpn,1gpn_109,43.014663100946166
1gpn,1gpn_252,45.89627173788063
1gpn,1gpn_299,45.64537948499415
1gpn,1gpn_330,42.78617039098811
1gpn,1gpn_401,30.613090765166486
1gpn,1gpn_404,34.03198505617754
1gpn,1gpn_405,45.85879558596048
1gpn,1gpn_407,34.82960402020784
1gpn,1gpn_422,29.145535756544263
1gpn,1gpn_435,34.012925757167885
1gpn,1gpn_443,35.09141885148709
1gpn,1gpn_446,16.878857936984623
1gpn,1gpn_451,29.346505363765942
1gpn,1gpn_459,19.46917261009201
1gpn,1gpn_466,23.35496509282525
1gpn,1gpn_471,32.80131187449262
1gpn,1gpn_475,32.2992920335905
1gpn,1gpn_477,44.43881114133485
1gpn,1gpn_481,22.264895334365296
1gpn,1gpn_483,21.68404916932552
1gpn,1gpn_490,34.00605255779647
1gpn,1gpn_549,27.914046125229536
1gpn,1gpn_551,15.161273454148615
1gpn,1gpn_553,10.7626840814588
1gpn,1gpn_555,32.491523500006544
1gpn,1gpn_556,18.912323711135443
1gpn,1gpn_578,15.49397709027207
1gpn,1gpn_589,24.69525031186044
1gpn,1gpn_596,15.864501613611727
1gpn,1gpn_600,37.2331771877792
1gpn,1gpn_61,38.56473819749631
1gpn,1gpn_615,27.85737155801554
1gpn,1gpn_617,31.71579481844344
1gpn,1gpn_638,21.12665470320159
1gpn,1gpn_653,16.156013287356334
1gpn,1gpn_657,13.109572230777706
1gpn,1gpn_658,23.60666469489673
1gpn,1gpn_662,38.57946003341951
1gpn,1gpn_675,21.922619558824824
1gpn,1gpn_682,14.022637303640686
1gpn,1gpn_683,14.534123118399936
1gpn,1gpn_684,10.881421459605084
1gpn,1gpn_689,28.91326336110217
1gpn,1gpn_759,22.84026295319503
1gpn,1gpn_768,10.642205081915572
1gpn,1gpn_775,27.425041987721027
1gpn,1gpn_779,19.743788990290582
1gpn,1gpn_781,11.87166196126987
1gpn,1gpn_782,29.47474369687929
1gpn,1gpn_784,10.2354874204839
1gpn,1gpn_785,23.7581818622704
1gpn,1gpn_786,10.103907403118438
1gpn,1gpn_794,12.568445392761712
1gpn,1gpn_796,11.457023703667552
1gpn,1gpn_868,24.36819584826692
1gpn,1gpn_885,15.242927156829612
1h22,1h22_1,25.159232058971
1h22,1h22_12,39.97453368802765
1h22,1h22_140,41.52634597993669
1h22,1h22_156,45.41170472682391
1h22,1h22_186,36.81025353941146
1h22,1h22_187,41.08659439760253
